student_id,age,gender,gaming_hours,study_hours,sleep_hours,attendance,gaming_genre,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades
5913,16,Female,6.77,7.62,7.65,80.36,RPG,2.26,11.45,225.04,13.97,Low,75.17366580523407
5914,22,Male,6.55,3.49,5.23,91.65,RPG,3.44,7.77,242.17,13.98,Low,31.03
5915,20,Male,3.17,8.85,5.83,62.86,FPS,4.88,4.71,269.74,9.47,High,97.2093253150383
5916,23,Male,4.71,7.19,4.53,85.47,Casual,2.61,8.06,261.63,11.69,High,71.88
5917,19,Male,2.06,4.11,8.94,65.97,FPS,3.67,6.22,305.77,8.19,Medium,63.08
5918,22,Male,5.52,4.85,4.43,98.86,RPG,4.48,7.97,268.35,12.58,Low,61.69513525588835
5919,21,Male,2.47,7.54,4.84,95.95,RPG,2.72,6.84,293.12,7.56,High,95.29891671278557
5920,20,Male,6.75,2.9,6.4,97.98,RPG,0.83,10.63,252.38,14.96,Low,32.47
5921,19,Male,1.74,5.22,8.33,64.25,Casual,4.24,4.92,294.52,7.17,Medium,75.63
5922,22,Male,0.12,6.88,5.78,79.52,RPG,2.87,4.03,335.57,5.49,Medium,87.82
5923,20,Male,2.15,5.86,7.84,66.61,FPS,3.79,7.73,286.97,5.16,Medium,79.31
5924,20,Female,1.53,6.47,7.38,84.01,RPG,3.29,3.75,293.55,4.62,Medium,100.0
5925,16,Female,4.07,5.92,7.19,69.31,Casual,0.31,9.03,266.55,8.24,Medium,68.97
5926,17,Male,1.63,2.79,8.23,90.83,RPG,0.85,2.69,292.97,7.13,Medium,72.31
5927,20,Female,6.11,4.69,4.07,85.76,FPS,1.43,7.53,251.85,13.27,Low,32.17
5928,18,Female,1.93,5.79,8.65,82.86,Casual,1.42,7.68,309.36,6.7,Medium,94.57
5929,17,Male,5.66,8.02,8.15,93.01,FPS,4.2,10.15,252.24,11.29,Low,94.88876199950569
5930,19,Female,4.63,6.89,8.69,80.01,Casual,2.99,8.8,267.55,10.89,Medium,86.78
5931,19,Female,7.89,4.84,7.97,70.79,FPS,0.42,10.56,211.5,16.96,Low,35.37
5932,19,Female,8.0,9.77,8.39,84.83,Casual,1.94,9.92,224.96,14.81,Low,81.3164115421336
5933,19,Male,6.96,1.97,5.02,98.28,FPS,2.78,9.86,254.19,15.67,Low,24.0
5934,18,Female,6.08,2.86,5.6,84.05,Casual,1.26,10.07,261.17,12.44,Low,21.28
5935,22,Male,3.09,4.07,5.58,85.18,Casual,0.2,7.26,271.97,9.13,Medium,65.01
5936,24,Female,6.03,3.06,4.55,97.39,RPG,1.9,7.88,243.26,11.01,Low,34.03
5937,20,Other,7.65,6.63,7.65,80.61,Casual,2.31,10.88,262.27,17.23,Low,62.33484517656221
5938,19,Female,0.19,1.36,4.68,99.85,RPG,4.52,4.02,321.9,1.91,Medium,57.52
5939,17,Female,4.3,2.6,4.26,66.39,FPS,4.54,10.1,283.55,12.1,Medium,29.78
5940,17,Male,1.74,3.64,7.88,81.48,FPS,2.5,5.49,315.06,5.69,Medium,77.34
5941,20,Other,4.46,7.15,8.52,68.52,RPG,2.36,8.36,255.32,11.06,Medium,78.54
5942,22,Female,3.73,8.88,7.82,78.13,RPG,3.2,8.56,282.48,8.4,Medium,101.49581283871467
5943,24,Male,4.61,8.19,8.13,66.82,FPS,1.29,7.7,266.55,11.87,Medium,84.47
5944,22,Female,4.41,2.64,6.98,68.9,FPS,1.43,7.33,284.5,10.85,Medium,46.06
5945,20,Male,7.68,6.09,8.44,68.43,RPG,0.01,11.63,247.46,18.61,Low,56.99
5946,21,Male,4.42,1.27,6.48,72.8,Casual,0.39,9.34,258.64,11.25,Medium,48.635738801231106
5947,18,Female,6.77,3.79,8.94,65.38,Casual,0.89,10.96,273.18,15.28,Low,47.86
5948,20,Male,2.56,8.25,4.52,92.37,FPS,3.2,4.49,290.97,4.06,High,91.22
5949,23,Female,3.5,5.11,8.05,68.83,Casual,1.06,6.49,284.32,7.17,Medium,70.8
5950,16,Male,3.76,2.35,7.21,76.66,Casual,0.62,7.32,248.36,8.35,Medium,55.02
5951,16,Male,2.23,4.95,6.9,60.64,FPS,3.08,5.85,303.32,8.19,Medium,75.08
5952,22,Other,3.04,2.78,7.63,64.2,RPG,3.26,5.74,261.98,4.94,Medium,56.49
5953,20,Male,4.79,4.54,8.2,95.85,RPG,0.3,8.4,261.08,8.71,Medium,73.08
5954,20,Female,4.64,5.39,8.31,93.49,RPG,3.86,9.0,258.79,11.32,Medium,67.13
5955,16,Female,5.09,4.15,4.88,93.64,RPG,3.03,8.43,263.58,10.32,Low,55.04
5956,24,Female,2.81,9.43,4.99,76.45,RPG,1.99,6.07,288.07,6.49,High,86.2
5957,16,Female,2.53,6.06,4.08,65.66,FPS,4.92,7.54,295.51,6.69,Medium,57.81
5958,20,Female,4.89,8.59,4.66,64.32,FPS,0.05,9.67,273.78,10.91,High,66.45
5959,24,Male,1.06,7.85,5.32,84.22,FPS,2.72,4.17,297.24,2.15,High,97.5
5960,19,Female,2.02,6.95,7.61,93.13,Casual,0.8,8.0,293.72,5.17,Medium,96.01
5961,23,Male,0.34,5.47,6.38,96.0,FPS,1.65,1.67,307.47,0.61,Medium,93.2
5962,21,Female,0.58,1.02,7.79,71.55,Casual,0.67,3.21,303.83,-0.45,Medium,55.08
5963,18,Female,1.95,6.52,6.43,72.84,RPG,3.34,3.13,315.93,5.7,Medium,94.47
5964,19,Female,0.16,4.2,6.78,64.04,RPG,2.01,5.36,305.39,1.15,Medium,79.63
5965,17,Female,1.96,2.06,4.56,90.98,Casual,4.93,6.74,288.26,7.22,Medium,58.53
5966,16,Female,5.24,5.0,7.88,71.03,FPS,3.27,9.66,279.06,11.37,Low,54.7
5967,23,Female,0.49,7.62,7.79,79.24,FPS,4.59,2.56,312.85,4.09,Medium,100.0
5968,16,Female,3.49,9.66,5.54,97.16,Casual,1.2,8.03,277.48,9.33,High,100.0
5969,16,Male,7.3,4.37,5.64,90.09,RPG,1.59,10.08,236.41,13.84,Low,45.951025318440784
5970,19,Male,6.33,5.88,5.1,62.11,FPS,1.81,11.67,231.99,20.33,Low,35.65
5971,21,Female,2.44,8.66,8.07,60.33,FPS,4.19,4.44,281.5,5.04,Medium,97.82
5972,24,Female,7.4,4.01,7.74,91.5,Casual,1.06,9.49,225.03,14.73,Low,39.26
5973,16,Male,2.64,2.28,7.05,82.1,RPG,4.73,8.44,298.74,7.2,Medium,62.3
5974,22,Male,0.58,3.54,5.19,88.81,FPS,0.22,4.17,319.76,3.75,Medium,68.91
5975,20,Male,7.95,9.09,4.86,66.27,Casual,4.45,11.18,218.3,14.61,High,49.10076783526781
5976,23,Other,6.96,2.43,4.25,94.88,RPG,2.26,9.72,235.14,15.57,Low,17.42
5977,22,Female,3.73,3.96,4.23,90.93,Casual,2.63,8.89,283.03,6.67,Medium,49.74
5978,19,Male,5.33,5.18,4.94,95.63,FPS,4.99,8.09,232.19,11.89,Low,63.12
5979,19,Male,5.37,8.62,4.5,73.64,RPG,4.35,8.15,258.58,14.38,High,75.8507557641847
5980,21,Male,1.56,9.44,6.78,71.03,FPS,4.52,3.18,308.86,2.82,Medium,94.8
5981,21,Male,1.6,4.83,5.79,66.07,RPG,2.93,5.2,291.62,6.78,Medium,71.91
5982,24,Male,3.76,9.39,6.22,97.2,FPS,4.78,9.38,281.38,6.99,Medium,94.49
5983,20,Female,7.29,2.45,6.97,67.07,FPS,3.44,13.08,232.67,16.23,Low,31.28
5984,23,Other,0.08,2.41,7.3,64.77,FPS,4.1,6.06,337.15,0.7,Medium,70.62
5985,20,Male,6.26,9.54,7.24,67.71,FPS,3.6,9.63,239.65,18.02,Low,81.2860491740655
5986,17,Male,0.46,5.59,5.3,90.86,Casual,3.9,5.33,320.39,2.54,Medium,83.34
5987,21,Male,3.83,2.67,8.05,95.58,FPS,3.19,7.59,259.34,8.24,Medium,73.69794160178546
5988,24,Male,5.1,5.39,8.59,92.44,RPG,3.63,8.84,259.55,11.55,Low,70.79
5989,18,Male,5.49,8.05,5.58,82.53,RPG,2.18,10.52,262.27,13.51,High,77.6381595692176
5990,16,Male,0.47,8.44,4.09,99.76,RPG,3.53,5.65,309.11,2.79,High,100.0
5991,16,Male,3.35,8.78,8.5,62.75,Casual,1.38,4.45,291.0,4.87,Medium,94.71
5992,18,Female,4.67,6.13,8.62,94.69,Casual,3.17,10.38,273.16,14.89,Medium,82.84
5993,20,Female,0.53,8.8,4.25,77.11,Casual,2.62,5.64,315.08,5.79,High,99.2
5994,18,Female,1.08,5.59,4.02,78.2,Casual,4.49,5.69,304.33,5.13,Medium,73.6
5995,24,Male,5.31,6.46,8.08,65.1,Casual,3.37,10.57,225.44,13.81,Low,70.12
5996,23,Female,4.17,7.83,5.51,61.34,RPG,2.98,7.86,263.47,10.62,High,68.17
5997,18,Other,1.29,4.83,8.57,72.67,RPG,1.57,6.16,315.53,4.1,Medium,92.5
5998,24,Male,4.28,1.66,5.08,66.99,RPG,4.31,8.27,265.91,9.42,Medium,29.56
5999,21,Male,7.3,4.15,8.31,79.33,FPS,0.27,11.01,236.92,19.64,Low,44.66
6000,22,Female,0.12,6.62,4.34,65.89,FPS,4.5,2.18,313.92,2.52,Medium,75.62
6001,19,Male,5.14,2.73,5.3,65.52,FPS,3.26,10.38,244.05,10.24,Low,36.86
6002,19,Male,0.59,2.34,8.87,95.08,FPS,0.95,6.01,320.4,2.99,Medium,72.91
6003,17,Female,0.05,3.64,5.16,96.85,RPG,4.51,5.91,307.12,4.01,Medium,70.12
6004,20,Female,1.21,1.29,4.67,98.57,FPS,1.63,2.81,302.86,3.96,Medium,58.07
6005,23,Male,3.38,7.69,8.29,87.22,RPG,0.84,5.84,283.08,9.05,Medium,87.67
6006,22,Female,6.42,3.33,4.59,90.84,Casual,1.6,10.85,236.18,12.08,Low,30.02
6007,22,Female,2.25,2.12,4.49,93.43,RPG,4.81,7.53,308.7,7.78,Medium,43.76
6008,21,Male,5.01,7.29,5.62,86.36,FPS,3.76,9.77,279.6,14.63,High,80.64374838057235
6009,18,Female,3.29,8.59,7.18,73.21,FPS,4.58,6.57,272.42,5.21,Medium,94.26
6010,20,Male,1.87,1.18,7.55,66.26,Casual,1.49,6.5,289.86,9.53,Medium,50.09
6011,16,Male,4.11,3.1,8.41,69.49,Casual,0.41,5.47,266.29,9.56,Medium,50.57
6012,22,Female,6.38,9.51,6.7,93.62,Casual,2.81,10.69,254.97,15.13,Low,82.33889102711827
6013,24,Male,6.66,4.47,5.97,87.84,FPS,2.42,7.7,244.94,11.94,Low,36.31
6014,16,Male,6.77,9.45,5.79,78.23,FPS,3.6,8.01,246.27,12.89,High,80.23293672767447
6015,17,Male,2.71,3.47,8.23,61.18,Casual,2.71,7.5,300.63,7.06,Medium,59.71
6016,18,Female,6.35,2.96,7.62,70.65,FPS,1.98,9.74,234.74,11.54,Low,44.510472795178806
6017,18,Female,1.7,2.93,8.53,89.16,FPS,0.02,3.0,304.63,3.42,Medium,75.28
6018,23,Male,5.91,1.77,8.82,80.5,FPS,2.34,9.32,249.59,11.74,Low,39.61
6019,22,Female,7.59,9.07,5.5,77.42,Casual,0.6,8.9,233.22,17.2,High,74.5440163191856
6020,21,Male,0.11,9.82,6.65,72.55,RPG,4.61,2.84,330.17,-4.51,Medium,100.0
6021,19,Female,3.52,9.59,7.16,84.28,Casual,4.61,5.31,276.24,7.44,Medium,95.45
6022,24,Male,5.18,8.67,4.82,98.66,FPS,4.02,7.28,250.87,9.47,High,87.11075186183972
6023,16,Female,5.61,8.62,4.27,96.04,Casual,0.79,7.59,242.17,12.22,High,79.06147558487677
6024,17,Other,1.41,6.95,8.34,61.22,FPS,0.74,4.27,320.62,8.96,Medium,96.02
6025,19,Female,7.78,8.44,6.68,79.24,FPS,2.82,9.32,226.22,19.68,Low,78.03631269156634
6026,18,Male,4.92,2.88,6.85,73.18,RPG,3.64,8.56,247.28,10.67,Medium,37.27
6027,16,Female,1.31,4.49,6.77,80.42,RPG,4.52,4.35,318.11,3.77,Medium,93.92673819838987
6028,20,Male,0.16,6.77,7.77,84.25,RPG,4.47,5.36,300.98,1.24,Medium,104.5595001284411
6029,22,Female,6.27,8.87,4.73,68.0,Casual,0.78,11.4,229.26,14.8,High,78.29973687729029
6030,17,Male,0.64,6.94,7.07,91.26,FPS,4.98,5.76,309.16,5.31,Medium,97.96
6031,20,Male,1.13,8.55,6.35,79.0,FPS,0.78,4.48,300.97,1.31,Medium,100.0
6032,21,Male,4.6,5.27,8.48,99.68,RPG,4.2,7.05,267.92,13.56,Medium,80.82
6033,22,Male,4.83,7.46,6.6,61.01,Casual,2.93,7.91,242.78,13.03,Medium,74.38
6034,16,Female,5.5,9.82,8.71,67.59,Casual,3.39,9.94,257.26,14.96,Low,97.2691821766491
6035,22,Female,3.15,2.38,5.77,87.59,RPG,3.02,6.8,294.98,8.89,Medium,61.39
6036,19,Female,6.19,9.34,8.83,87.81,Casual,4.35,10.31,235.9,12.63,Low,90.97998742313231
6037,23,Female,7.79,5.7,8.38,83.29,FPS,3.19,12.26,222.74,19.84,Low,51.04
6038,19,Female,2.17,6.79,6.92,98.88,FPS,4.24,7.76,285.94,6.5,Medium,96.01
6039,21,Male,5.62,8.9,5.77,76.61,RPG,0.77,11.34,255.76,10.72,High,94.08490032596731
6040,24,Male,7.43,4.69,5.88,76.68,Casual,4.33,12.63,220.09,17.62,Low,39.63
6041,20,Male,5.49,4.77,7.86,96.42,RPG,4.96,6.82,242.11,9.33,Low,60.63
6042,19,Male,5.45,5.74,6.9,81.54,RPG,3.31,11.35,253.09,12.64,Low,62.4
6043,23,Male,1.79,1.17,6.01,74.15,RPG,4.88,6.31,301.89,7.25,Medium,46.78
6044,24,Male,4.28,5.47,7.18,88.76,RPG,1.1,8.75,270.14,10.56,Medium,86.62269469362559
6045,19,Male,4.5,3.62,7.67,84.79,Casual,4.15,5.62,261.6,9.49,Medium,43.11
6046,18,Male,5.6,9.35,4.11,72.26,RPG,0.85,9.0,259.48,15.24,High,72.48166819678505
6047,23,Female,7.97,1.79,4.45,71.92,FPS,2.58,12.1,226.66,13.49,Low,16.09
6048,20,Male,0.27,5.13,4.47,75.82,Casual,3.32,2.66,305.07,3.98,Medium,74.92
6049,17,Female,0.52,9.53,5.16,62.86,RPG,3.3,1.94,287.0,2.04,High,98.38
6050,24,Female,0.62,9.11,6.13,97.7,Casual,3.35,4.28,317.78,2.93,Medium,100.0
6051,18,Female,5.94,7.31,8.02,67.32,Casual,1.6,9.17,246.15,13.42,Low,88.56823475015948
6052,17,Male,1.09,6.3,5.76,67.75,FPS,4.87,2.31,295.82,4.07,Medium,79.32
6053,16,Male,4.98,3.53,4.09,85.88,RPG,0.03,8.58,276.49,13.81,Medium,36.55
6054,23,Male,2.6,4.3,6.42,88.97,RPG,3.1,4.14,304.95,5.5,Medium,76.43
6055,18,Male,3.66,1.81,8.98,89.47,FPS,4.33,6.78,288.82,8.61,Medium,54.88
6056,22,Male,1.73,8.07,5.75,75.0,Casual,4.46,4.08,301.5,5.85,High,87.05
6057,16,Female,6.93,3.91,8.81,94.93,RPG,3.6,12.78,205.2,12.59,Low,45.87
6058,16,Female,4.69,7.01,4.51,81.76,Casual,2.87,5.86,275.47,9.77,High,65.26
6059,24,Female,7.56,4.22,4.87,77.54,Casual,2.29,11.36,220.07,18.02,Low,29.241658956380753
6060,23,Male,4.6,5.18,7.62,92.42,FPS,2.25,6.36,259.21,9.09,Medium,78.64
6061,18,Male,0.99,6.0,6.51,69.74,Casual,2.13,3.59,317.11,1.68,Medium,81.16
6062,21,Female,1.37,8.22,7.83,94.41,Casual,3.5,3.29,323.88,3.4,Medium,100.0
6063,18,Male,7.91,2.9,8.32,81.55,Casual,3.66,13.89,240.49,17.64,Low,21.31
6064,19,Female,5.8,4.59,5.26,96.0,RPG,2.57,6.96,252.13,11.69,Low,53.95
6065,16,Female,0.39,2.17,7.41,68.06,RPG,3.7,4.1,322.71,1.69,Medium,64.09
6066,20,Male,5.63,1.68,7.04,97.44,FPS,2.64,9.67,241.38,16.4,Low,43.8
6067,16,Male,3.3,6.44,8.31,87.52,Casual,0.49,8.16,264.17,6.75,Medium,84.01
6068,16,Male,2.46,2.7,6.15,84.73,RPG,4.26,6.59,301.28,8.65,Medium,59.27
6069,22,Male,1.23,1.54,4.26,76.88,RPG,4.35,3.39,308.47,2.37,Medium,64.5449510737004
6070,21,Male,6.72,9.07,6.87,98.25,FPS,1.33,10.71,224.88,16.09,Low,82.29933696531636
6071,17,Male,0.51,5.81,8.79,77.76,RPG,3.93,6.38,313.4,5.25,Medium,95.00230930140944
6072,17,Male,2.32,2.21,4.07,79.94,FPS,2.56,7.56,298.33,10.32,Medium,50.07
6073,22,Female,2.45,1.48,5.2,91.26,Casual,0.62,5.72,299.67,7.32,Medium,47.64
6074,16,Female,1.29,2.08,5.58,71.39,Casual,1.99,4.68,310.8,3.48,Medium,63.12
6075,17,Male,4.07,5.24,7.83,71.66,FPS,0.38,5.73,267.53,9.1,Medium,67.96
6076,23,Female,0.09,7.02,5.62,91.01,RPG,3.93,3.94,310.44,5.94,High,96.16
6077,21,Female,2.41,6.77,5.2,65.14,RPG,0.98,4.81,292.25,6.35,Medium,76.01
6078,17,Female,7.47,2.3,7.24,92.92,Casual,0.82,9.01,238.38,13.09,Low,36.29
6079,22,Female,2.48,6.7,4.23,85.01,Casual,1.04,5.85,299.29,5.88,Medium,79.62
6080,19,Male,2.88,4.64,4.85,81.56,Casual,1.13,4.11,301.24,5.56,Medium,55.41
6081,17,Male,3.79,5.18,6.04,69.16,FPS,3.37,5.39,274.87,9.84,Medium,51.86
6082,21,Female,4.49,8.21,5.78,91.45,FPS,3.19,6.59,255.02,7.59,High,80.4
6083,24,Female,6.47,3.99,5.74,92.2,RPG,0.65,12.42,253.22,14.9,Low,53.28105462541103
6084,24,Female,1.52,2.32,4.54,79.32,Casual,3.62,6.56,302.59,5.99,Medium,53.5
6085,23,Other,6.97,8.86,5.8,75.57,FPS,1.75,10.68,223.53,15.23,High,73.32025889415087
6086,18,Female,6.06,2.91,7.99,69.85,FPS,2.29,8.22,253.52,13.38,Low,42.56
6087,18,Male,5.78,3.65,6.07,90.17,Casual,0.62,9.37,264.76,13.65,Low,45.07
6088,17,Male,0.69,7.36,6.93,85.58,Casual,3.54,4.93,315.55,3.93,Medium,93.23
6089,20,Male,0.17,7.15,4.82,68.27,FPS,1.88,1.19,332.2,-1.0,High,77.42
6090,19,Female,4.75,8.2,4.35,91.78,Casual,3.16,10.69,258.15,14.07,High,85.83
6091,22,Female,6.91,2.65,8.4,95.29,FPS,2.14,11.04,229.8,14.81,Low,31.15
6092,19,Female,4.68,4.17,5.66,62.37,FPS,0.24,10.62,272.39,12.31,Medium,39.93
6093,24,Female,1.71,2.13,5.75,90.9,FPS,3.52,5.06,295.95,2.67,Medium,76.58
6094,17,Female,0.72,5.87,8.39,94.11,Casual,2.76,4.84,323.41,3.58,Medium,90.63
6095,21,Female,5.6,3.63,7.54,99.66,RPG,2.17,8.91,254.51,13.24,Low,52.52
6096,22,Female,5.77,7.2,7.78,69.5,FPS,1.01,6.82,262.95,12.14,Low,83.76639063942773
6097,19,Male,1.38,1.0,7.41,74.84,FPS,3.12,6.63,309.75,3.82,Medium,62.26
6098,21,Female,0.23,1.54,4.53,98.65,Casual,1.38,3.48,308.24,4.34,Medium,58.95
6099,22,Female,3.27,4.89,8.79,63.76,RPG,2.15,6.62,260.84,9.38,Medium,79.28
6100,19,Male,4.66,9.62,8.55,80.95,Casual,0.28,7.46,271.9,10.44,Medium,91.3
6101,23,Male,5.65,9.02,5.18,80.27,Casual,3.88,8.81,257.85,12.58,High,86.44618757614101
6102,24,Female,6.48,9.95,8.02,84.26,FPS,0.45,11.11,232.06,13.8,Low,91.48471461465388
6103,16,Male,4.88,4.75,6.05,73.23,Casual,4.45,9.38,269.43,10.76,Medium,48.71
6104,22,Male,0.89,1.42,7.42,97.04,FPS,4.34,5.93,323.23,7.21,Medium,66.15
6105,24,Male,5.46,3.75,4.83,70.8,Casual,4.86,11.33,247.41,13.14,Low,45.74080602782107
6106,20,Female,7.87,7.08,6.69,85.99,FPS,4.54,10.83,206.22,22.75,Low,65.20994989330777
6107,17,Female,7.24,2.22,4.63,79.84,FPS,4.86,9.93,242.83,13.51,Low,22.18
6108,21,Male,6.97,3.7,6.68,70.67,RPG,4.44,10.44,249.08,16.41,Low,33.12
6109,22,Male,2.42,1.51,5.22,67.55,FPS,0.56,4.19,283.62,6.18,Medium,37.64
6110,17,Other,6.01,5.27,6.26,98.26,FPS,2.19,10.8,255.62,14.49,Low,49.75
6111,17,Female,6.81,2.88,7.34,82.45,RPG,0.38,10.72,241.6,12.39,Low,39.67264923172958
6112,16,Female,5.43,1.82,8.39,84.17,RPG,2.73,7.49,253.74,9.15,Low,37.66
6113,19,Male,2.0,4.7,4.83,91.32,RPG,2.65,7.32,301.81,7.05,Medium,70.71
6114,22,Male,7.63,4.16,8.47,63.25,Casual,4.61,11.73,223.42,15.26,Low,29.75
6115,24,Male,3.61,5.84,5.95,88.55,RPG,4.85,4.78,265.67,10.22,Medium,68.41
6116,18,Female,1.04,7.74,8.22,66.61,Casual,1.3,3.02,311.58,2.62,Medium,100.0
6117,22,Male,0.88,2.01,6.56,89.62,FPS,2.91,6.34,312.12,5.0,Medium,62.92
6118,22,Male,5.18,8.12,8.31,65.65,FPS,2.32,8.09,232.37,11.73,Low,98.17959616190385
6119,22,Male,3.5,1.24,7.31,93.3,RPG,2.73,9.42,266.19,9.82,Medium,53.66
6120,17,Male,0.76,4.99,6.54,87.24,FPS,2.66,4.41,304.16,6.39,Medium,77.83
6121,21,Female,5.92,6.29,5.56,75.44,FPS,4.57,7.96,254.21,15.03,Low,53.19
6122,17,Male,6.39,9.61,8.84,74.35,Casual,4.48,10.36,228.09,15.07,Low,88.92901567090745
6123,21,Female,5.8,6.17,8.0,65.96,RPG,0.61,7.31,247.2,13.7,Low,59.22
6124,18,Female,1.62,2.43,5.91,96.16,FPS,1.73,6.66,319.94,8.11,Medium,61.39
6125,17,Male,5.52,5.66,4.83,64.74,Casual,3.76,9.66,254.43,11.91,Low,49.76
6126,21,Female,0.09,4.56,7.9,78.88,FPS,3.42,5.91,320.21,-0.02,Medium,80.4
6127,17,Other,2.44,5.31,8.95,69.46,RPG,3.16,6.89,290.11,8.21,Medium,79.36
6128,20,Other,3.19,2.77,5.39,99.85,FPS,4.97,4.44,291.54,9.5,Medium,54.65
6129,17,Male,6.68,5.51,8.58,83.43,FPS,1.68,10.06,240.26,11.62,Low,62.37
6130,18,Male,3.12,2.35,4.63,65.98,FPS,2.58,6.78,280.36,6.86,Medium,36.94
6131,18,Male,0.09,7.7,8.76,86.7,Casual,4.9,5.67,320.44,2.49,Medium,100.0
6132,21,Female,2.82,6.35,7.73,99.66,FPS,3.48,5.98,299.42,5.26,Medium,100.96750195116707
6133,21,Female,3.99,1.71,5.73,84.2,RPG,3.24,7.96,276.14,9.68,Medium,47.93
6134,18,Female,7.59,9.01,5.52,78.3,FPS,0.77,9.52,229.49,13.92,High,73.36123534546846
6135,18,Male,7.53,6.55,7.22,71.73,FPS,1.23,9.75,241.42,15.53,Low,59.31
6136,16,Male,1.45,3.84,6.97,63.68,RPG,1.89,5.19,297.38,6.17,Medium,66.86
6137,22,Female,1.48,1.41,8.59,69.13,RPG,2.32,5.96,270.22,1.06,Medium,54.13
6138,23,Female,1.31,6.69,7.83,82.14,Casual,2.49,4.49,308.76,2.11,Medium,100.0
6139,17,Female,6.31,4.36,6.7,90.15,Casual,4.51,9.47,248.64,17.0,Low,47.54
6140,19,Male,0.05,9.17,8.64,95.12,FPS,0.54,2.33,313.18,-0.41,Medium,100.0
6141,22,Male,1.02,1.31,6.96,91.75,FPS,1.24,5.51,305.07,-0.91,Medium,70.45
6142,23,Male,4.3,1.35,8.25,65.02,Casual,0.72,5.33,280.98,9.46,Medium,35.15
6143,16,Male,1.98,9.54,8.2,90.94,Casual,3.68,5.54,300.78,5.59,Medium,105.67409823069423
6144,19,Male,0.74,9.68,8.6,83.26,RPG,4.85,1.76,325.87,2.29,Medium,100.0
6145,21,Male,2.88,1.25,4.34,78.76,RPG,4.47,6.85,288.13,7.86,Medium,39.99
6146,18,Male,2.19,7.44,6.92,82.91,FPS,3.62,3.34,292.18,7.5,Medium,89.83
6147,20,Male,4.09,2.99,6.34,60.32,RPG,0.11,9.79,278.0,9.62,Medium,48.54
6148,24,Male,7.83,7.31,6.45,62.71,FPS,1.74,11.22,229.72,17.17,Low,58.99117082258619
6149,18,Female,0.99,8.82,6.3,81.03,Casual,4.32,5.41,312.51,3.32,Medium,90.2
6150,20,Male,2.98,1.91,8.19,66.94,FPS,3.27,8.25,281.94,9.95,Medium,61.89
6151,23,Female,7.46,3.15,5.59,81.82,FPS,1.05,9.64,224.76,17.57,Low,18.94
6152,21,Female,7.01,1.22,6.31,74.17,RPG,2.33,10.71,230.54,16.61,Low,20.67
6153,19,Female,3.15,1.39,5.0,96.3,FPS,0.44,8.47,287.4,13.27,Medium,44.4
6154,23,Female,5.59,1.27,5.26,97.99,RPG,2.6,9.28,259.41,14.13,Low,37.9
6155,18,Male,0.7,8.21,7.3,99.19,Casual,4.51,3.66,285.31,5.39,Medium,107.96060018848338
6156,18,Female,5.7,3.68,4.58,95.96,RPG,0.19,8.54,244.27,11.05,Low,44.92
6157,19,Female,7.78,5.44,4.94,99.44,Casual,3.07,10.7,210.73,15.62,Low,39.94
6158,24,Female,4.3,8.09,6.64,88.25,FPS,1.17,8.38,263.42,14.6,Medium,81.06
6159,20,Male,3.99,5.45,4.22,98.42,FPS,4.95,5.22,266.09,5.89,Medium,58.22
6160,23,Male,1.5,4.86,4.63,85.67,Casual,0.33,4.58,303.48,6.08,Medium,67.79
6161,21,Male,5.07,1.1,8.32,92.37,FPS,3.09,8.87,261.02,14.61,Low,41.63
6162,18,Female,4.72,6.11,8.23,65.28,Casual,1.28,9.65,284.66,14.26,Medium,73.22
6163,23,Female,5.22,2.12,5.74,87.3,RPG,4.41,8.87,261.09,9.07,Low,33.01
6164,24,Male,0.21,7.88,5.74,97.24,RPG,0.61,5.84,323.87,2.53,High,100.0
6165,23,Female,4.39,3.32,8.68,81.6,RPG,2.15,7.61,253.1,11.63,Medium,55.59
6166,19,Female,4.76,7.07,4.13,67.47,Casual,0.93,9.01,259.53,13.13,High,57.59
6167,21,Male,1.66,6.82,6.9,81.08,Casual,4.0,2.75,289.25,3.85,Medium,95.82
6168,16,Female,1.67,6.55,6.99,88.28,FPS,1.76,3.86,305.95,3.04,Medium,99.56
6169,19,Female,2.21,3.4,7.94,90.79,RPG,0.93,7.29,294.0,6.41,Medium,70.99
6170,23,Male,5.69,3.4,8.76,80.95,FPS,3.63,9.62,248.3,12.11,Low,54.99
6171,16,Female,4.85,8.77,5.78,68.69,Casual,4.09,10.58,271.36,10.08,High,84.55462707331489
6172,18,Male,6.77,1.12,6.19,97.07,FPS,2.31,11.53,236.07,15.32,Low,24.12
6173,16,Female,2.37,2.63,7.36,90.94,RPG,1.89,5.62,304.9,10.06,Medium,60.01
6174,24,Female,7.3,6.49,8.84,70.83,FPS,3.16,12.19,245.61,16.49,Low,63.83543599562162
6175,17,Female,5.95,8.35,8.45,92.47,FPS,3.26,9.29,242.24,10.54,Low,93.16342600609013
6176,24,Male,3.16,4.23,7.34,73.91,Casual,3.3,5.81,293.21,6.93,Medium,64.08
6177,19,Male,0.76,6.88,8.28,72.5,FPS,1.38,2.0,312.01,5.6,Medium,95.4
6178,17,Male,2.06,6.01,4.43,94.52,RPG,4.71,7.39,291.34,3.6,Medium,79.08
