student_id,cgpa,branch,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score
S6785,5.69,CSE,2,1,0,1,0,23.6,7.8
S6786,5.21,Mechanical,3,0,0,0,0,30.6,6.7
S6787,7.96,Mechanical,3,0,0,0,0,20.0,6.4
S6788,6.19,IT,2,1,1,0,1,7.9,5.1
S6789,9.39,Civil,1,1,1,0,0,85.8,5.1
S6790,7.59,Mechanical,3,1,1,1,0,71.1,6.8
S6791,7.83,Civil,3,1,0,0,0,60.2,9.2
S6792,9.14,CSE,2,1,1,0,1,17.9,5.8
S6793,8.86,Civil,3,1,1,0,0,26.0,7.4
S6794,8.62,ECE,1,1,1,0,0,93.5,6.8
S6795,5.86,IT,1,0,0,0,0,4.0,7.7
S6796,7.83,IT,3,0,1,0,1,53.9,6.3
S6797,8.2,Mechanical,2,1,1,0,0,55.4,7.5
S6798,7.03,Civil,1,1,0,0,0,47.8,7.3
S6799,8.48,Civil,1,1,0,1,1,81.0,9.0
S6800,5.38,CSE,1,0,1,0,1,99.3,6.6
S6801,7.97,Civil,3,0,1,0,1,16.2,9.2
S6802,6.55,Mechanical,2,0,1,0,0,83.7,9.4
S6803,8.4,Mechanical,1,1,0,0,0,0.5,4.3
S6804,8.61,IT,3,1,1,0,0,18.3,6.5
S6805,9.01,CSE,3,0,1,0,0,40.9,7.4
S6806,7.66,Civil,1,1,1,0,1,79.5,8.4
S6807,6.84,IT,1,1,0,0,1,68.1,4.4
S6808,8.4,Civil,2,1,1,1,0,94.8,9.1
S6809,8.21,CSE,2,0,0,1,1,68.1,6.5
S6810,5.17,Civil,1,0,0,0,1,41.1,8.0
S6811,8.29,Mechanical,3,0,0,0,0,27.3,5.9
S6812,6.5,EEE,2,1,0,1,0,42.8,7.3
S6813,5.02,CSE,2,1,1,1,1,37.4,6.3
S6814,7.45,Mechanical,3,1,1,0,1,42.7,9.6
S6815,7.07,CSE,1,1,1,0,1,17.8,9.5
S6816,7.7,CSE,1,1,1,0,0,1.2,5.4
S6817,9.53,ECE,2,1,0,0,0,39.1,7.7
S6818,5.58,Mechanical,1,1,0,0,1,82.5,7.6
S6819,10.0,IT,3,0,0,1,0,29.1,4.9
S6820,8.44,EEE,2,1,0,1,0,38.0,8.7
S6821,9.12,Civil,3,0,1,0,1,12.4,4.1
S6822,5.26,ECE,3,0,1,0,1,24.1,7.2
S6823,5.9,Mechanical,1,0,0,1,1,10.4,4.7
S6824,7.54,CSE,3,0,0,1,0,9.0,5.4
S6825,5.82,EEE,2,0,1,1,1,93.0,4.5
S6826,5.43,IT,1,1,0,1,1,24.3,6.4
S6827,9.89,ECE,3,1,1,1,1,17.2,7.7
S6828,7.19,CSE,3,1,1,0,0,35.9,6.9
S6829,9.96,CSE,3,1,1,1,0,9.0,6.6
S6830,8.98,IT,1,1,0,0,1,33.7,4.6
S6831,8.47,Mechanical,2,1,0,1,0,86.6,6.0
S6832,6.68,CSE,3,1,0,0,0,32.2,5.6
S6833,6.32,EEE,1,0,1,0,0,41.5,6.1
S6834,8.09,Civil,1,1,0,1,1,10.2,9.9
S6835,8.6,Mechanical,3,0,0,0,1,65.2,4.2
S6836,7.8,Mechanical,1,0,1,0,1,91.6,8.0
S6837,5.57,IT,2,0,1,0,0,96.9,6.2
S6838,7.59,ECE,2,1,0,0,1,49.5,9.6
S6839,6.19,EEE,1,1,0,0,0,59.5,9.2
S6840,6.68,ECE,1,0,1,0,0,61.8,8.9
S6841,6.21,IT,3,1,1,0,0,53.6,6.5
S6842,6.93,Mechanical,2,1,1,0,1,72.4,9.5
S6843,5.95,ECE,3,1,1,1,1,51.7,7.6
S6844,8.65,ECE,1,0,1,1,1,99.9,6.4
S6845,7.4,EEE,2,1,1,1,0,94.5,7.7
S6846,5.38,Civil,1,1,1,0,1,91.7,9.4
S6847,7.11,CSE,3,1,0,1,1,87.2,4.0
S6848,9.1,EEE,1,1,1,0,1,99.8,5.4
S6849,6.06,IT,1,1,1,1,1,86.1,4.2
S6850,9.18,ECE,2,0,1,1,0,62.2,5.3
S6851,5.89,Mechanical,1,1,1,0,1,35.3,10.0
S6852,6.89,EEE,1,1,1,1,1,84.8,4.4
S6853,7.21,CSE,2,1,1,0,1,57.0,5.4
S6854,9.86,CSE,1,1,1,0,0,76.6,7.3
S6855,6.54,ECE,2,1,1,1,0,99.2,6.4
S6856,9.97,CSE,2,1,1,0,1,17.4,4.3
S6857,7.74,EEE,3,0,1,0,1,86.2,6.7
S6858,5.23,EEE,3,0,0,0,0,76.7,4.7
S6859,7.07,EEE,2,1,1,0,1,38.8,9.8
S6860,9.19,Mechanical,1,1,1,0,1,61.0,5.1
S6861,8.3,ECE,3,0,1,0,0,55.7,4.2
S6862,9.19,CSE,1,0,0,1,0,69.1,4.5
S6863,8.84,ECE,3,1,0,0,0,22.5,5.6
S6864,8.4,CSE,3,1,1,0,0,52.2,8.1
S6865,8.46,IT,2,1,1,0,0,98.6,6.7
S6866,6.53,IT,2,1,1,1,0,70.4,7.5
S6867,7.54,EEE,1,0,0,0,0,59.5,6.6
S6868,9.89,IT,3,1,1,0,0,27.6,9.9
S6869,9.71,Mechanical,3,1,1,0,1,92.3,6.9
S6870,9.45,CSE,1,1,0,0,0,38.6,7.0
S6871,7.5,EEE,3,1,1,0,0,24.0,8.7
S6872,9.2,Mechanical,1,0,1,0,1,62.3,6.0
S6873,8.57,Mechanical,3,1,1,0,0,44.8,4.2
S6874,6.93,Civil,1,1,0,0,0,26.8,4.6
S6875,8.17,ECE,3,1,0,1,1,12.7,9.9
S6876,7.13,CSE,3,1,1,1,0,70.2,4.3
S6877,7.94,ECE,3,1,1,0,1,66.7,4.9
S6878,9.42,EEE,3,1,1,0,0,89.3,8.9
S6879,8.82,Mechanical,3,1,0,1,1,22.2,5.4
S6880,6.74,Civil,2,1,0,0,0,78.0,9.2
S6881,9.99,CSE,3,1,0,0,0,41.8,5.7
S6882,6.4,ECE,1,1,1,0,1,55.2,8.5
S6883,7.86,Mechanical,2,1,1,0,0,29.5,8.7
S6884,7.34,IT,2,1,0,0,0,46.8,8.4
S6885,7.66,ECE,1,1,0,0,1,88.5,5.3
S6886,9.1,Mechanical,3,0,1,0,0,15.3,7.0
S6887,6.58,IT,1,0,1,0,1,63.8,4.2
S6888,9.65,CSE,1,1,0,0,0,3.5,9.2
S6889,6.28,ECE,1,1,1,0,1,86.7,6.1
S6890,8.71,EEE,3,1,1,0,1,82.4,6.4
S6891,9.86,EEE,3,1,1,1,0,9.9,9.4
S6892,9.55,Mechanical,2,1,0,0,0,9.3,7.6
S6893,5.35,IT,2,0,0,0,1,72.5,4.9
S6894,5.65,EEE,2,1,1,0,0,87.5,5.4
S6895,9.7,Civil,2,0,0,1,0,5.8,4.5
S6896,9.43,IT,3,1,0,0,0,76.5,8.5
S6897,5.03,ECE,3,1,1,0,0,5.1,5.4
S6898,5.08,Civil,1,1,0,1,1,49.8,9.7
S6899,7.6,ECE,3,0,1,1,0,0.5,4.4
S6900,5.05,Civil,3,1,1,0,0,17.5,7.9
S6901,7.38,ECE,3,1,0,1,0,85.8,7.5
S6902,7.71,Mechanical,1,0,0,0,0,88.7,5.6
S6903,8.75,ECE,1,1,1,0,0,92.4,5.6
S6904,6.3,EEE,3,1,0,1,0,83.2,5.4
S6905,8.95,IT,3,0,1,0,1,28.5,8.7
S6906,7.18,Mechanical,3,1,1,0,1,54.5,6.0
S6907,8.75,ECE,1,1,1,0,1,100.0,4.0
S6908,8.26,EEE,3,1,1,0,0,21.2,5.6
S6909,8.73,Mechanical,3,0,0,0,0,5.4,4.1
S6910,6.41,IT,2,0,0,0,1,6.4,5.3
S6911,8.0,Civil,2,1,1,0,1,21.4,5.9
S6912,7.71,Mechanical,2,1,1,0,0,11.9,6.6
S6913,9.15,ECE,2,1,0,1,0,72.6,6.0
S6914,6.64,IT,1,0,1,0,1,63.2,7.9
S6915,7.15,EEE,1,1,1,0,0,70.4,6.0
S6916,6.81,IT,3,0,0,0,0,64.3,7.7
S6917,8.78,ECE,3,0,1,1,0,99.8,7.0
S6918,7.43,CSE,2,0,1,1,0,57.7,7.3
S6919,5.88,ECE,2,1,1,0,1,67.2,6.8
S6920,9.1,IT,3,1,1,0,0,78.1,7.1
S6921,5.73,Mechanical,2,1,1,1,1,42.7,8.3
S6922,9.46,CSE,1,1,0,1,1,7.4,6.3
S6923,8.56,IT,1,1,1,1,0,50.5,9.9
S6924,7.64,Civil,3,1,0,0,1,34.3,7.7
S6925,6.79,Mechanical,2,1,1,0,1,44.6,6.1
S6926,6.35,CSE,1,0,0,0,1,21.1,7.7
S6927,5.35,CSE,2,0,1,1,0,52.8,5.5
S6928,9.67,CSE,1,1,0,1,1,3.8,7.6
S6929,6.93,Mechanical,2,1,0,0,1,82.1,6.3
S6930,8.7,CSE,1,1,1,1,0,92.8,9.4
S6931,8.31,Mechanical,1,1,1,0,1,92.2,6.7
S6932,8.22,CSE,2,1,1,0,0,5.9,7.0
S6933,9.04,Civil,2,0,1,0,0,46.1,7.2
S6934,8.57,EEE,2,1,1,0,0,78.5,9.3
S6935,9.89,Civil,3,1,0,1,1,25.6,5.6
S6936,5.3,Mechanical,2,1,1,0,0,34.3,6.6
S6937,5.58,Civil,1,1,1,1,1,2.1,9.9
S6938,6.33,Civil,2,1,1,0,1,98.4,6.0
S6939,7.9,Civil,2,1,0,1,1,10.1,7.5
S6940,7.12,CSE,2,1,1,0,0,15.9,4.2
S6941,8.19,EEE,3,1,0,1,1,39.5,5.4
S6942,7.82,EEE,1,1,1,0,0,65.2,5.9
S6943,7.52,Civil,2,1,1,0,1,99.2,9.1
S6944,6.81,Civil,2,1,0,0,0,79.8,5.7
S6945,7.78,Civil,1,1,1,0,0,12.5,7.7
S6946,7.05,ECE,1,1,1,0,1,13.8,8.7
S6947,6.82,Civil,2,0,0,1,1,37.1,9.2
S6948,6.3,EEE,1,1,1,1,0,73.9,9.5
S6949,5.8,Mechanical,3,0,1,0,0,24.2,4.4
S6950,7.97,ECE,1,1,1,0,0,9.1,9.7
S6951,7.92,Mechanical,3,0,1,0,0,68.1,5.1
S6952,5.76,CSE,1,0,1,0,0,11.5,7.5
S6953,9.92,IT,2,1,1,0,0,16.9,6.4
S6954,9.29,CSE,1,0,1,0,0,96.3,6.5
S6955,5.81,ECE,3,1,1,0,1,45.6,7.1
S6956,6.93,IT,2,1,1,1,0,53.0,9.8
S6957,9.28,CSE,2,0,0,1,1,35.9,4.1
S6958,9.81,EEE,1,1,0,0,1,87.0,7.2
S6959,7.87,IT,3,1,0,0,1,0.9,9.5
S6960,9.29,CSE,1,1,1,1,0,11.1,7.7
S6961,9.55,CSE,2,0,0,0,0,5.0,6.5
S6962,6.76,CSE,1,1,0,0,0,89.8,5.8
S6963,5.13,IT,3,1,1,0,0,39.2,4.7
S6964,8.2,Civil,2,1,1,1,0,42.1,5.1
S6965,7.49,EEE,2,1,1,0,1,19.3,6.1
S6966,7.7,EEE,1,1,1,1,0,23.6,6.5
S6967,9.57,IT,2,1,1,0,0,20.2,7.6
S6968,9.23,Civil,3,1,0,1,0,54.5,7.7
S6969,6.44,ECE,2,0,0,0,1,11.0,8.9
S6970,8.14,Civil,1,1,0,0,0,93.7,7.6
S6971,5.22,CSE,1,1,0,1,0,94.4,5.4
S6972,8.05,ECE,3,1,1,1,0,53.5,7.4
S6973,8.69,CSE,2,1,0,0,0,82.2,7.9
S6974,7.66,ECE,1,1,1,0,1,44.9,6.8
S6975,7.94,EEE,1,1,0,1,0,38.6,5.2
S6976,6.61,CSE,2,1,0,0,0,60.7,4.7
S6977,6.49,Mechanical,1,0,1,0,1,51.0,9.6
S6978,9.55,EEE,3,1,0,0,1,65.6,8.1
S6979,9.79,Civil,3,1,1,0,1,73.9,7.1
S6980,7.18,IT,1,0,1,0,1,82.5,7.2
S6981,8.2,IT,3,0,1,0,0,70.1,4.8
S6982,5.19,EEE,3,0,1,0,0,80.6,7.9
S6983,7.69,CSE,3,1,1,0,0,89.9,8.2
S6984,5.97,ECE,3,0,0,0,1,93.4,7.6
S6985,5.82,IT,3,1,0,0,1,10.1,8.6
S6986,9.35,Mechanical,2,1,1,0,1,82.1,9.4
S6987,9.6,Civil,3,1,0,0,0,4.6,4.6
S6988,7.98,Mechanical,2,1,1,0,0,39.3,4.6
S6989,9.66,EEE,1,1,1,1,1,21.1,7.5
S6990,8.73,CSE,3,1,0,0,0,10.6,9.1
S6991,5.83,Mechanical,3,1,0,0,0,40.3,6.9
S6992,9.07,ECE,2,0,1,0,1,80.4,6.5
S6993,8.42,ECE,1,0,1,1,0,61.1,5.0
S6994,5.57,Civil,1,1,1,1,0,77.3,6.0
S6995,8.88,Civil,3,0,0,1,1,94.4,5.7
S6996,9.99,Mechanical,3,0,1,0,0,80.3,5.4
S6997,7.21,Civil,2,1,1,0,0,32.0,6.2
S6998,8.99,Civil,1,0,1,0,1,9.8,9.1
S6999,8.5,EEE,3,0,1,1,0,81.4,8.8
S7000,8.59,EEE,2,0,0,0,1,75.5,5.6
S7001,5.47,EEE,3,1,0,0,1,8.9,9.0
S7002,9.6,CSE,2,1,0,1,0,29.3,8.1
S7003,7.62,EEE,3,0,1,0,0,14.8,5.7
S7004,6.18,CSE,3,1,0,0,0,41.9,5.8
S7005,9.91,IT,1,1,1,0,1,62.5,9.0
S7006,7.0,ECE,3,0,1,0,0,80.4,5.7
S7007,9.56,CSE,2,1,1,0,1,63.1,6.3
S7008,7.76,CSE,2,1,1,0,0,38.4,8.0
S7009,5.83,CSE,3,1,1,0,1,26.0,9.1
S7010,6.35,ECE,2,0,0,1,1,96.0,5.3
S7011,5.98,Civil,1,1,0,0,0,91.1,5.2
S7012,5.49,CSE,3,1,0,1,1,53.1,8.5
S7013,6.65,ECE,3,1,1,0,0,50.8,7.4
S7014,6.6,EEE,3,0,0,0,0,66.2,4.4
S7015,9.05,Mechanical,3,0,0,1,1,49.3,7.3
S7016,5.7,IT,2,0,0,0,0,65.8,9.8
S7017,8.97,Mechanical,1,1,0,1,0,15.1,4.9
S7018,9.4,IT,1,1,0,0,1,48.7,8.2
S7019,9.28,CSE,3,1,1,0,0,7.1,6.3
S7020,7.6,Civil,3,1,0,0,0,59.5,7.9
S7021,6.44,Civil,3,0,1,0,0,12.9,8.8
S7022,9.19,Mechanical,2,1,1,0,0,40.9,4.5
S7023,9.86,ECE,3,1,0,0,0,83.5,6.4
S7024,8.39,Civil,3,1,0,0,0,62.4,9.6
S7025,5.68,Civil,1,0,1,1,1,47.8,5.5
S7026,5.56,ECE,2,0,1,0,1,95.0,6.7
S7027,6.1,CSE,3,1,0,0,0,2.4,10.0
S7028,5.13,CSE,2,1,1,1,0,40.5,8.5
S7029,8.38,IT,3,1,1,0,1,24.8,7.6
S7030,8.12,EEE,2,1,1,0,1,73.8,6.3
S7031,6.14,IT,3,1,0,0,1,51.1,8.9
S7032,8.9,Civil,1,1,0,0,0,57.8,7.3
S7033,6.95,Mechanical,2,1,1,1,1,7.0,4.4
S7034,9.26,EEE,1,0,0,1,1,53.1,6.2
S7035,8.6,Civil,3,1,0,1,1,80.2,8.7
S7036,9.17,EEE,3,1,1,0,1,22.5,9.8
S7037,8.02,EEE,3,1,0,1,1,64.8,9.2
S7038,6.67,Mechanical,3,1,0,0,0,55.7,7.2
S7039,8.17,EEE,3,1,1,0,0,44.9,8.1
S7040,7.38,Civil,1,0,1,0,0,64.6,8.7
S7041,8.19,ECE,3,0,1,0,0,66.1,5.2
S7042,9.12,Mechanical,1,0,0,0,1,71.6,7.4
S7043,7.99,Civil,1,1,0,0,0,98.4,7.9
S7044,9.17,Civil,3,1,1,1,1,43.2,5.9
S7045,7.5,EEE,3,1,0,0,1,3.0,6.8
S7046,5.35,IT,3,1,0,0,0,66.8,9.7
S7047,7.89,ECE,1,0,1,0,0,81.4,4.7
S7048,7.97,CSE,3,1,1,0,0,99.8,5.2
S7049,6.09,EEE,2,1,1,0,1,67.7,4.7
S7050,5.22,Civil,2,0,1,0,1,51.9,4.7
S7051,9.3,CSE,3,0,0,0,1,78.9,8.6
S7052,8.38,IT,2,1,1,1,1,44.4,6.4
S7053,5.66,Civil,2,1,0,0,1,53.4,9.9
S7054,8.53,ECE,2,0,1,0,1,20.5,9.9
S7055,8.62,Mechanical,2,1,1,1,1,48.3,9.3
S7056,7.98,Mechanical,2,0,1,0,0,28.5,9.4
S7057,9.45,IT,2,1,0,0,1,85.2,6.6
S7058,7.67,IT,3,1,1,0,0,36.1,6.1
S7059,7.97,Civil,1,1,1,0,0,15.8,9.3
S7060,5.42,EEE,1,1,1,0,0,97.2,6.7
S7061,6.86,Mechanical,3,0,0,0,0,98.7,6.1
S7062,5.99,ECE,2,0,1,0,0,9.1,7.6
S7063,5.64,IT,2,1,0,0,0,20.6,8.8
S7064,9.65,Civil,3,0,1,0,0,11.4,8.0
S7065,5.68,ECE,1,1,0,0,0,33.5,7.7
S7066,6.1,Mechanical,2,1,1,0,0,79.9,9.5
S7067,8.11,IT,2,1,0,0,0,63.8,7.7
S7068,5.47,IT,3,1,1,0,0,83.8,5.6
S7069,6.8,EEE,3,1,1,0,1,42.3,6.1
S7070,6.35,Civil,1,0,1,0,0,60.5,5.8
S7071,8.58,Mechanical,3,1,0,0,1,38.3,5.6
S7072,9.88,CSE,1,1,0,0,1,79.4,7.6
S7073,9.38,Mechanical,3,0,1,0,1,98.4,6.5
S7074,9.68,ECE,2,1,1,0,0,90.3,4.2
S7075,9.36,Civil,2,1,0,0,1,41.1,8.8
S7076,7.27,EEE,3,0,0,0,0,2.6,6.5
S7077,7.2,ECE,1,1,0,0,1,53.0,9.4
S7078,6.97,EEE,3,0,1,0,1,25.7,8.2
S7079,8.65,ECE,2,1,0,0,0,78.5,8.3
S7080,6.1,CSE,1,1,0,1,0,95.9,9.4
S7081,8.93,Civil,3,1,0,0,1,63.1,5.1
S7082,5.67,Civil,3,0,1,1,0,36.6,8.4
S7083,6.81,CSE,2,1,0,1,1,31.3,8.6
S7084,7.42,IT,1,1,0,1,1,53.0,6.7
S7085,6.93,Mechanical,3,1,0,0,1,51.2,8.6
S7086,6.91,Mechanical,1,1,0,0,0,61.4,5.5
S7087,6.76,CSE,1,1,1,0,0,44.7,7.9
S7088,5.65,IT,2,1,1,0,0,97.7,7.9
S7089,7.17,CSE,2,1,0,1,0,55.5,6.7
S7090,6.14,EEE,1,1,1,0,0,55.6,9.9
S7091,5.67,ECE,1,0,0,0,0,8.2,8.1
S7092,9.67,IT,3,0,0,0,0,84.6,6.4
S7093,8.36,ECE,3,1,1,0,0,9.5,8.2
S7094,9.19,EEE,2,1,0,1,0,68.4,9.1
S7095,5.39,IT,2,1,1,0,0,88.9,7.5
S7096,7.59,ECE,1,0,1,1,1,21.3,4.8
S7097,7.16,Mechanical,2,1,0,0,0,77.0,8.2
S7098,9.55,Civil,3,1,1,1,0,86.2,6.1
S7099,7.79,ECE,1,1,1,0,1,35.0,6.7
S7100,5.1,ECE,1,0,0,0,0,23.0,4.0
S7101,6.59,EEE,3,1,0,0,0,82.4,7.4
S7102,9.27,Civil,3,1,0,1,0,16.9,7.2
S7103,9.82,Mechanical,1,0,0,0,1,25.1,7.2
S7104,6.11,EEE,1,0,0,0,0,80.7,4.9
S7105,7.08,ECE,1,1,1,0,0,7.8,7.4
S7106,6.75,Mechanical,3,1,0,0,0,23.8,9.9
S7107,5.33,EEE,1,0,0,0,0,9.6,6.1
S7108,6.09,IT,2,1,0,1,1,28.5,8.7
S7109,5.27,EEE,1,1,1,0,1,25.6,7.5
S7110,7.15,Mechanical,3,1,1,1,0,29.9,7.4
S7111,8.73,EEE,3,0,0,0,0,46.0,5.3
S7112,8.05,ECE,2,1,0,0,1,56.9,6.5
S7113,5.82,IT,2,0,1,0,0,74.8,4.8
S7114,6.66,Mechanical,2,0,0,0,0,96.9,7.2
S7115,8.22,Mechanical,3,0,0,0,1,79.3,9.1
S7116,5.89,Civil,3,1,0,0,0,4.9,9.9
S7117,6.83,ECE,2,1,0,0,0,81.6,8.6
S7118,8.36,IT,3,1,1,0,0,33.5,6.9
S7119,5.92,IT,2,1,1,0,0,29.4,5.5
S7120,6.99,CSE,3,0,1,0,0,85.1,9.5
S7121,7.16,ECE,1,1,1,1,1,10.3,4.2
S7122,5.16,CSE,1,0,1,0,0,13.6,8.3
S7123,7.97,CSE,1,1,0,0,0,19.7,6.5
S7124,5.41,ECE,3,1,0,0,0,90.0,10.0
S7125,6.35,IT,3,0,0,1,0,4.6,4.7
S7126,6.6,Civil,1,1,1,0,1,18.8,7.7
S7127,8.23,IT,1,1,0,0,1,10.6,8.4
S7128,8.03,ECE,2,0,0,0,0,9.9,8.7
S7129,6.43,IT,1,1,1,0,0,62.6,7.7
S7130,7.76,ECE,2,0,0,0,1,76.2,8.9
S7131,5.14,Mechanical,1,1,0,0,0,45.3,4.6
S7132,7.74,Mechanical,3,0,1,0,0,77.9,4.5
S7133,6.28,IT,3,0,0,0,0,86.1,5.8
S7134,7.86,ECE,2,1,1,0,1,95.3,6.0
S7135,7.87,Mechanical,3,1,0,1,0,94.6,9.3
S7136,6.0,EEE,3,0,0,1,0,19.5,7.6
S7137,8.11,IT,2,1,0,1,0,74.0,4.3
S7138,7.51,EEE,2,1,0,0,0,58.6,7.2
S7139,7.28,Civil,2,1,1,0,0,56.8,9.7
S7140,8.02,Civil,2,1,1,1,0,73.5,4.0
S7141,7.2,Civil,1,1,1,1,0,35.1,5.3
S7142,5.65,ECE,3,1,0,1,0,80.9,8.1
S7143,5.57,ECE,2,0,1,1,0,7.6,9.8
S7144,7.44,CSE,3,1,1,0,0,43.5,6.6
S7145,8.95,IT,1,0,1,1,1,12.2,7.3
S7146,5.4,Civil,1,1,0,1,0,0.3,9.0
S7147,6.54,CSE,1,1,1,0,0,56.6,5.7
S7148,5.1,Mechanical,1,0,1,1,1,90.1,8.8
S7149,5.78,Civil,2,1,0,1,0,44.4,6.2
S7150,6.59,CSE,2,1,0,1,0,92.9,6.4
S7151,5.39,CSE,3,1,1,0,0,97.2,4.2
S7152,6.2,IT,2,0,0,0,0,47.7,6.8
S7153,9.39,EEE,1,1,0,0,1,0.9,9.2
S7154,9.08,Civil,3,1,1,0,1,48.2,5.6
S7155,6.59,ECE,1,1,0,0,0,11.1,9.6
S7156,9.63,EEE,2,0,0,0,1,12.5,7.4
S7157,8.84,Mechanical,3,0,1,0,0,80.4,4.3
S7158,5.69,Civil,2,1,0,1,1,52.0,9.1
S7159,7.93,IT,2,0,1,0,1,71.4,6.1
S7160,9.98,EEE,2,1,1,1,0,84.2,4.3
S7161,5.03,Civil,2,1,0,1,0,70.0,5.6
S7162,7.18,EEE,1,1,0,1,0,16.8,6.5
S7163,7.75,IT,3,1,1,1,0,95.8,6.7
S7164,9.83,ECE,1,1,0,1,0,40.0,4.1
S7165,6.63,Mechanical,3,1,1,0,0,12.8,5.7
S7166,5.2,EEE,3,1,1,0,0,44.0,8.5
S7167,8.63,Civil,1,1,1,1,0,82.0,8.5
S7168,6.15,CSE,3,1,1,0,0,30.8,6.9
S7169,8.54,IT,3,1,1,0,1,25.1,7.3
S7170,7.1,CSE,3,1,0,0,1,48.2,6.4
S7171,5.86,IT,1,1,0,1,1,67.5,7.2
S7172,6.15,Civil,1,1,1,1,0,94.4,6.0
S7173,7.54,EEE,3,1,0,0,1,77.9,6.4
S7174,7.73,Mechanical,3,1,1,1,0,20.0,7.3
S7175,9.31,CSE,2,0,1,1,0,54.6,8.8
S7176,8.45,IT,1,1,1,0,0,52.0,5.6
S7177,5.8,Civil,2,1,1,1,1,67.4,8.7
S7178,6.31,CSE,3,1,0,1,0,91.0,4.7
S7179,6.14,ECE,3,1,1,0,1,22.7,9.5
S7180,7.2,Civil,2,0,0,0,1,51.3,4.7
S7181,7.36,Mechanical,3,0,1,0,0,71.7,8.3
S7182,5.95,IT,1,1,1,1,0,19.8,5.2
S7183,7.56,Civil,2,1,0,0,0,24.7,6.4
S7184,5.89,Mechanical,3,0,0,0,0,95.2,10.0
S7185,5.15,IT,2,1,1,1,0,74.7,4.3
S7186,7.32,ECE,2,0,0,0,1,58.7,6.4
S7187,5.86,EEE,3,1,1,1,1,81.1,4.0
S7188,7.52,Civil,3,0,1,1,0,26.7,4.6
S7189,8.07,EEE,1,1,1,1,0,24.6,9.3
S7190,8.1,EEE,2,0,0,0,0,24.0,4.4
S7191,9.72,IT,1,1,1,0,1,95.6,5.8
S7192,8.92,ECE,2,0,0,0,1,61.7,4.1
S7193,5.32,Mechanical,3,0,0,1,1,6.1,7.2
S7194,5.73,Civil,1,1,1,0,1,54.3,9.8
S7195,7.52,EEE,3,1,0,0,0,12.5,9.1
S7196,5.28,CSE,1,1,1,0,0,80.3,8.0
S7197,9.73,EEE,1,0,1,0,0,83.7,6.7
S7198,9.87,CSE,2,1,1,0,0,51.4,5.9
S7199,9.84,IT,3,1,1,0,0,50.0,6.2
S7200,5.41,Mechanical,2,1,1,1,0,39.0,4.2
S7201,7.61,IT,2,0,1,0,1,96.9,9.7
S7202,9.6,IT,3,1,0,0,0,33.2,4.1
S7203,7.71,IT,1,1,1,0,0,92.8,5.1
S7204,6.44,Civil,1,1,0,0,0,6.0,4.2
S7205,7.52,ECE,2,1,1,0,0,61.4,5.9
S7206,6.31,Mechanical,1,1,1,0,0,96.2,7.1
S7207,8.53,CSE,1,1,0,0,0,99.4,4.4
S7208,6.5,Mechanical,2,1,1,0,0,2.2,7.4
S7209,9.12,Mechanical,3,1,1,0,0,17.8,4.2
S7210,7.45,Mechanical,3,1,1,0,1,59.8,6.0
S7211,8.09,ECE,3,0,1,0,0,58.8,6.6
S7212,5.97,Civil,3,1,1,1,0,49.8,6.5
S7213,9.34,Civil,3,1,1,1,0,33.0,5.8
S7214,7.19,ECE,1,1,0,0,0,83.5,9.4
S7215,5.29,Civil,3,0,1,1,0,32.1,4.1
S7216,5.9,EEE,1,0,0,1,0,87.7,5.3
S7217,8.36,CSE,1,1,1,0,1,18.0,9.3
S7218,8.6,ECE,2,1,0,1,0,65.6,6.4
S7219,9.96,EEE,3,1,1,1,1,94.3,6.2
S7220,5.05,Mechanical,3,1,0,1,1,41.9,9.9
S7221,5.45,CSE,2,1,1,0,0,3.9,6.2
S7222,5.69,ECE,1,1,1,0,0,88.3,6.9
S7223,8.91,Civil,3,1,0,1,0,41.5,5.4
S7224,8.75,CSE,1,1,0,0,1,44.4,9.8
S7225,6.72,Civil,3,0,0,0,1,96.9,7.2
S7226,5.86,Civil,2,1,0,0,1,7.5,4.8
S7227,9.19,Civil,1,1,1,1,0,46.5,5.5
S7228,6.74,ECE,1,1,0,0,0,39.2,8.1
S7229,5.49,EEE,2,1,1,0,1,63.2,9.3
S7230,9.99,CSE,3,0,0,0,0,96.8,5.2
S7231,7.5,IT,1,1,1,1,0,53.0,6.9
S7232,7.36,EEE,1,0,0,0,0,71.2,4.3
S7233,6.73,IT,3,1,0,1,0,78.9,4.5
S7234,5.12,CSE,3,1,0,0,0,55.3,9.6
S7235,8.83,CSE,1,0,1,0,0,67.6,4.6
S7236,7.89,CSE,3,1,0,0,1,9.9,4.7
S7237,8.04,IT,3,0,1,0,0,47.6,9.8
S7238,7.13,CSE,1,0,0,0,1,45.8,7.8
S7239,6.16,IT,1,1,1,1,0,4.3,9.5
S7240,9.6,EEE,2,1,1,0,1,33.5,4.9
S7241,7.33,CSE,1,0,1,0,0,3.3,9.3
S7242,9.98,CSE,1,1,1,1,1,18.4,4.6
S7243,5.98,EEE,1,1,0,0,1,49.5,6.8
S7244,8.97,IT,1,1,0,0,1,79.1,4.6
S7245,8.53,Mechanical,3,0,1,1,0,3.7,5.2
S7246,5.54,EEE,1,0,1,0,0,31.9,6.8
